项目编号,JG2015-6256
项目名称,汕头市潮南区2016年基建配网工程（第一标段）施工
招标单位,广东电网有限责任公司汕头供电局
招标代理,广东省机电设备招标中心有限公司
中标单位,广东新恒安建设有限公司
项目编号,JG2015-6256
总价（万元）,95.083149
项目负责人,高伟文
中标通知书编号,广州公资交（建设）字 [2015] 第 [8060] 号
中标通知书发放时间,2015-11-03 16:03:44
