项目编号:,09FCZZ20190309,资产类别（实物）:,房产
转让方名称:,鄂尔多斯市交通投资有限公司多种经营分公司,转让方代码:,91150627MA0MYWCB60
转让方类别:,法人,转让方角色:,出让人
转让标的所在地区:,,挂牌价格:,711900 元
挂牌期间（天）:,10,挂牌日期:,2019-07-10
是否自动延期:,是,交易方式:,
转让事项说明:,
源网站链接:,http://www.ejy365.com/infodetail/?infoid=43148c9b-71c3-4dd2-b778-220e046c33d2
批准单位名称:,鄂尔多斯市国有资产投资控股集团有限公司
批准文件名称:,关于省道216线察敖段一级公路、省道26线敖东高速公路通信管道挂牌出租的批复
批准文号:,鄂国投集团发[2019]43号
批准日期:,2018-10-22
批准文件类型及文号:,批复
内部审议情况:,总经理办公会议决议
