合同编号:,GZCB[2018]166号
合同名称:,瓜州县公安局交通警察大队酒泉市瓜州县公安局交通警察大队社会化考试场购买服务采购项目
项目编号:,GZCB[2018]166号
项目名称:,酒泉市瓜州县公安局交通警察大队社会化考试场购买服务采购项目
采购人（甲方）:,瓜州县公安局交通警察大队
供应商（乙方）:,瓜州县宏祥机动车驾驶员培训有限公司瓜州考试场
所属地域:,甘肃省 酒泉市 瓜州县
所属行业:,综合事务管理机构
合同金额:,0.000000万元
合同签订日期:,2018-09-17
合同公告日期:,2018-09-26
代理机构:,甘肃天一智信招标代理有限公司
中标、成交公告:,酒泉市瓜州县公安局交通警察大队社会化考试场购买服务采购项目中标公告
合同附件:,宏祥合同下载
免责声明,本页面提供的政府采购合同是按照《中华人民共和国政府采购法实施条例》的要求由采购人发布的，中国政府采购网对其内容概不负责，亦不承担任何法律责任。
