合同编号:,BZCG2017091
合同名称:,亳州市花戏楼、商汤文化园码头水上设施采购及安装项目合同备案
项目编号:,BZCG2017091
项目名称:,亳州市花戏楼、商汤文化园码头水上设施采购及安装项目
采购人（甲方）:,亳州市畅游旅游交通有限责任公司
供应商（乙方）:,苏州伯利恒水上设施工程有限公司
所属地域:,安徽省 亳州市 市辖区
所属行业:,农、林、牧、渔业
合同金额:,620000.000000万元
合同签订日期:,2017-06-19
合同公告日期:,2017-06-19
代理机构:,安徽省亳州市公共资源交易中心
中标、成交公告:,亳州市花戏楼、商汤文化园码头水上设施采购及安装项目中标公示
合同附件:,
免责声明,本页面提供的政府采购合同是按照《中华人民共和国政府采购法实施条例》的要求由采购人发布的，中国政府采购网对其内容概不负责，亦不承担任何法律责任。
