合同编号:,JFC-2018-117号
合同名称:,翠屏路道路白改黑工程市政工程施工合同
项目编号:,JFC-2018-117号
项目名称:,金沙县园林绿化管理局翠屏路道路白改黑工程施工项目
采购人（甲方）:,无
供应商（乙方）:,贵州省隆鑫源建筑工程有限公司
所属地域:,贵州省 毕节市
所属行业:,市政道路工程建筑
合同金额:,74.012000万元
合同签订日期:,2018-07-18
合同公告日期:,2018-07-24
代理机构:,贵州博盛项目投资顾问有限责任公司
中标、成交公告:,金沙县园林绿化管理局翠屏路道路白改黑工程施工项目中标（成交）公告
合同附件:,
免责声明,本页面提供的政府采购合同是按照《中华人民共和国政府采购法实施条例》的要求由采购人发布的，中国政府采购网对其内容概不负责，亦不承担任何法律责任。
