项目编号,JG2016-0211
项目名称,荔湾湖公园新建景观亭工程设计施工总承包
招标单位,广州市荔湾区建设项目管理中心
招标代理,广东达安项目管理股份有限公司
中标单位,（主）广东岭南古建园林工程有限公司（成）广州市林华园林建设工程有限公司
项目编号,JG2016-0211
总价（万元）,405.8821
项目负责人,许利民
中标通知书编号,广州公资交（建设）字 [2016] 第 [01505] 号
中标通知书发放时间,2016-02-26 09:57:38
