项目编号,JG2020-1174
项目名称,吴川市积美拦河闸坝重建工程水工模型试验（第二次）
招标单位,吴川市水利工程建设管理中心
招标代理,广东海纳工程管理咨询有限公司
中标单位,广东省水利水电科学研究院
项目编号,JG2020-1174
下浮率（%）,1
项目负责人,
中标通知书编号,广州公资交（建设）字 [2020] 第 [01842] 号
中标通知书发放时间,2020-04-26 10:31:24
