合同编号:,WZ07B1903
合同名称:,大兴区融媒体中心技术平台建设项目政府采购合同
项目编号:,WZ07B1903
项目名称:,大兴区融媒体中心技术平台建设项目
采购人（甲方）:,北京市大兴区广播电视中心
供应商（乙方）:,人民日报媒体技术股份有限公司
所属地域:,北京市 市辖区 大兴区
所属行业:,信息系统集成服务
合同金额:,2186.000000万元
合同签订日期:,2019-04-23
合同公告日期:,2019-04-29
代理机构:,北京伟泽工程项目管理有限公司
中标、成交公告:,北京市大兴区广播电视中心大兴区融媒体中心技术平台建设项目中标公告
合同附件:,合同.pdf下载1903合同公告.pdf下载
免责声明,本页面提供的政府采购合同是按照《中华人民共和国政府采购法实施条例》的要求由采购人发布的，中国政府采购网对其内容概不负责，亦不承担任何法律责任。
