项目编号,JG2018-3920-004
项目名称,新建珠海市区至珠海机场城际轨道交通横琴至珠海机场段重要自购物资钢材、水泥、粉煤灰、锚具、钢绞线采购招标（SN-02包件 水泥  HJZQ-2018-WZ-01）
招标单位,中国铁建股份有限公司珠机城际HJZQ-2标项目经理部
招标代理,中铁物总国际招标有限公司
中标单位,广东地方铁路物资有限责任公司
项目编号,JG2018-3920-004
总价（万元）,11400.8772
项目负责人,
中标通知书编号,广州公资交（建设）字 [2018] 第 [06533] 号
中标通知书发放时间,2018-10-18 11:14:02
